the_geom,other_names_1,cartodb_georef_status,iu_archives_number,latitude,longitude,purl,image_url,archive_date,description_from_notebook,description_from_slide_mount,image_note,slide_condition,city_and_state,geocoordinates,personal_names_1,corporate_names_1,cartodb_id,genre_1,genre_2,topical_subject_headings_1,topical_subject_headings_2,topical_subject_headings_3,topical_subject_headings_4,topical_subject_headings_5,topical_subject_headings_6,topical_subject_headings_7,topical_subject_headings_8,topical_subject_headings_9,topical_subject_headings_10,topical_subject_headings_11,topical_subject_headings_12,other_1,date
0101000020E6100000EEE0719B3A0756C04FE0E70995EE4440,,FALSE,2785,41.8639233,-88.1129521,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02785,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02785.jpg,"Aug. 1, 1943 - Aug. 29, 1943",Jean beside trunk of big White Elm Arb. West,Jean at big elmArboretum W.,,,"Wheaton, Illinois","41.8639233, -88.1129521","Cushman, Jean",Morton Arboretum,4434,Identification photographs,Landscape photographs,Clouds,Trees,Shadows,Shrubs,Women,,Elms,,,,,,,1943-08-01 00:00:00+00
0101000020E610000035BB49673B0756C04FE0E70995EE4440,Sassafras albidum,FALSE,3847,41.8639233,-88.1130007,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03847,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03847.jpg,"Oct. 19, 1947",Sassafras Albidum. Arb.E.,Sassafras Albidum Arb. E.,,,"Wheaton, Illinois","41.8639233, -88.1130007",,Morton Arboretum,4920,Identification photographs,,Botanical gardens,Trees,Leaves,,Grasses,,,,,,,,Sassafras,1947-10-19 00:00:00+00
0101000020E61000009CD035DD7C8456C000EA61C32EF33D40,,FALSE,5219,29.9499323,-90.0701211,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05219,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05219.jpg,"Dec. 11, 1951",Iron gate-north side Jackson square- Pontalba Apts. in background,"Iron gate, north side of Jackson Square-Pontalba Apts. in background New Orleans",,,"New Orleans, Louisiana","29.9499323, -90.0701211",,"Pontalba Building (New Orleans, La.)",2832,,,Buildings,Apartment houses,Balconies,Tree limbs,Vines,Automobiles,Fences,Sidewalks,Streets,Street lights,Gates,,,1951-12-11 00:00:00+00
0101000020E6100000A69DF584800056C088C157CFA4F04440,,FALSE,3951,41.8800296,-88.0078442,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03951,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03951.jpg,16199,"Tulips at Lilac Park, LombardPurple and yellow.",TulipsLilac Park- Lombard,,,"Lombard, Illinois","41.8800296, -88.0078442",,,2318,Identification photographs,,Tulips,,Gardens,,,,,,,,,,"Lilacia Park (Lombard, Ill.)",1948-05-08 00:00:00+00
0101000020E6100000469A7807F8E755C0626E522C12F04440,,FALSE,4542,41.8755546,-87.6245135,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04542,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04542.jpg,"Sep. 3, 1949",Girl on Promontory | Maria Grygier,Maria Grygier,,,"Chicago, Illinois","41.8755546, -87.6245135","Grygier, Maria",,1346,Glamour photographs,Portraits,Bodies of water,Women,Bathing suits,Bikinis (Bathing suits),Sneakers,,,,,,,,,1949-09-03 00:00:00+00
0101000020E6100000D59FB3BBF6E755C0626E522C12F04440,,FALSE,2371,41.8755546,-87.6244344,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02371,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02371.jpg,"Aug. 3, 1941","In Circle flower garden, Jackson Park",In the Circle flower garden . Jackson Pk.,,,"Chicago, Illinois","41.8755546, -87.6244344",,,555,Identification photographs,,Trees,Shrubs,Flowers,Gardens,,,,,,,,,"Jackson Park (Chicago, Ill.)",1941-08-03 00:00:00+00
0101000020E610000053CC41D0D15355C0F79CAA31D7854140,,FALSE,5117,35.0456297,-85.309681,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05117,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05117.jpg,"Dec. 2, 1951",Chat from Cameron Hill,Chattanoogafrom Cameron hill,,,"Chattanooga, Tennessee","35.0456297, -85.3096810",,,410,Cityscape photographs,,Buildings,,,,,Cities & towns,,,,,,,"Cameron Hill (Chattanooga, Tenn.)",1951-12-02 00:00:00+00
0101000020E6100000A70DE25EF4BC5BC05264ADA1D4523F40,,FALSE,5660,31.323557,-110.9524152,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05660,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05660.jpg,"Feb. 3, 1952",Looking up street in Nogales on side of steep hill - children playing etc. = noon,"Sidewalk steps up a hillside streetNogales, Sonora",,,"Heroica Nogales, Sonora","31.323557, -110.9524152",,,2050,Snapshots,,People,Sidewalks,Stairways,Clotheslines,Hills,Streets,Cities & towns,Trees,Utility poles,Electric lines,Houses,,,1952-02-03 00:00:00+00
0101000020E6100000427CE09CFB5157C011A96917D34D4240,,FALSE,6167,36.6080045,-93.28098223,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06167,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06167.jpg,"Apr. 18, 1952",Tree silhouetted.Branson.,"Ozark tree in silhouette.Taney county, Mo.",,,"Branson, Missouri","36.6080045, -93.2809822265854",,,291,Identification photographs,,Trees,Roads,Fences,Barbed wire,Grasses,,,,,,,,Ozark Mountains,1952-04-18 00:00:00+00
0101000020E610000036D7C697BB785BC0723447567E6B3F40,,FALSE,5518,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05518,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05518.jpg,"Jan. 4, 1952",Bisbee + Mtn from Main st.,Mountain on east side of Bisbee from S.P. depot.,,,"Bisbee, Arizona","31.4198965, -109.886449760609",,Southern Pacific Railroad Company,234,Cityscape photographs,Snapshots,Streets,Buildings,Cafes,Utility poles,Electric lines,Hills,Shrubs,People,Automobiles,Signs (Notices),Dwellings,Billboards,,1952-01-04 00:00:00+00
0101000020E6100000E1C09AB9F6E755C0626E522C12F04440,,FALSE,2366,41.8755546,-87.6244339,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02366,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02366.jpg,"Aug. 2, 1941",Circus horse gets a wash. Opening day.,Circus prepares for first 141Chicago Show.,,,"Chicago, Illinois","41.8755546, -87.6244339",,Ringling Brothers Barnum and Bailey Combined Shows,550,Identification photographs,,Trucks,Horses,Men,Pails,Circus animals,Circuses & shows,Horses,Chains,,,,,,1941-08-02 00:00:00+00
0101000020E6100000CFB1CDD7F6E755C0626E522C12F04440,,FALSE,2653,41.8755546,-87.6244411,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02653,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02653.jpg,"Aug. 15, 1942",Eunice Alexander -- on rocks.,CEunice in pink sun-suit.,,,"Chicago, Illinois","41.8755546, -87.6244411","Alexander, Eunice",,622,Portraits,,Women,Rocks,Bathing suits,,,,,,,,,,"Promontory Point Park (Chicago, Ill.)",1942-08-15 00:00:00+00
0101000020E610000077E162A0C69A5EC03333333333E34240,,FALSE,7950,37.775,-122.4183732,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07950,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07950.jpg,"Mar. 31, 1955",Blossoms in a valley - Golden Gate Park,Blossoms in valley of Golden Gate Pk.,,,"San Francisco, California","37.775, -122.4183732",,,3755,,,Trees,Cherry trees,Grasses,Flowers,Parks,,,,,,,,"Golden Gate Park (San Francisco, Calif.)",1955-03-31 00:00:00+00
0101000020E610000025581CCE7C8456C000EA61C32EF33D40,,FALSE,2582,29.9499323,-90.0701175,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02582,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02582.jpg,"Nov. 5, 1941",Looking up Decatur St. along French Market.,View up Decatur St. along French Market.New Orleans,,masked.,"New Orleans, Louisiana","29.9499323, -90.0701175",,,2796,Cityscape photographs,,Buildings,Balconies,Traffic signs & signals,Clocks & watches,Vehicles,Sidewalks,Streets,Signs (Notices),Shadows,Street lights,,,,1941-11-05 00:00:00+00
0101000020E6100000402B3F52114757C0F01307D0EF1E4240,,FALSE,15801,36.2416935,-93.11043221,http://purl.dlib.indiana.edu/iudl/archives/cushman/P15801,http://webapp1.dlib.indiana.edu/collections/cushman/full/P15801.jpg,"Oct. 21, 1952",Sorrel mare 4 yrs at Harrison,"4 - yr old sorrel mareHarrison, Ark.",Cushman had two duplicate slides with thesame number 2052.14. The Archives numberfor the other image is P6206.,,"Harrison, Arkansas","36.2416935, -93.1104322068104",,,2016,Portraits,,Horses,Teenagers,Boys,Trucks,Stables,Houses,Tree limbs,,,,,,Mares,1952-10-21 00:00:00+00
0101000020E6100000633B29DDA7CF59C0D92846F185343E40,Cone-shaped peak,FALSE,5454,30.2051688,-103.2446206,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05454,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05454.jpg,"Dec. 28, 1951",Little cone-shaped peak 25 mi. S of Marathon.,"Little cone-shaped peak on Big Bend hwy 25 mi. south of Marathon, Texas.",,,"Marathon, Texas","30.2051688, -103.2446206",,,2395,Landscape photographs,,Mountains,Hills,Shrubs,Fences,Barbed wire,,,,,,,,,1951-12-28 00:00:00+00
0101000020E6100000FFAC9E38250854C03D8D6AC7C3C93940,,FALSE,1550,25.7881436,-80.1272718,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01550,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01550.jpg,Feb. 1939,J-13= Purple Bougainvillea; Bay Front Pk.,J-13= Purple BougainvilleaBay Front ParkMiami,,magenta cast [fading of yellow dye].,"Miami, Florida","25.7881436, -80.1272718",,,2493,Identification photographs,,Flowers,Shrubs,,,,,,,,,,,"Bayfront Park (Miami, Fla.)",1939-02-01 00:00:00+00
0101000020E6100000D600A5A1C69A5EC03333333333E34240,,FALSE,7953,37.775,-122.4183735,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07953,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07953.jpg,"Apr. 7, 1955",Peacock at Fleishhacker Zoo,Stubborn PeacockFleishhacker Zoo,,,"San Francisco, California","37.775, -122.4183735",,,3758,Identification photographs,,Peacocks,Feathers,,,,,,,,,,,,1955-04-07 00:00:00+00
0101000020E61000007DFD5AA8C69A5EC03333333333E34240,,FALSE,7973,37.775,-122.4183751,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07973,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07973.jpg,"Apr. 10, 1955",Happy Easter - 3 in pink20 & Wisconsin,Easter - on way to church San FranciscoCopyCushman Dup,,Anscochrome film.,"San Francisco, California","37.775, -122.4183751",,,3774,Portraits,,Dresses,Suits (Clothing),Children,,,,,,,,,,,1955-04-10 00:00:00+00
0101000020E61000000BA139A1C69A5EC03333333333E34240,,FALSE,7952,37.775,-122.4183734,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07952,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07952.jpg,"Apr. 7, 1955",Peacock at Fleishhacker Zoo,Coy PeacockFleishhacker Zoo,,,"San Francisco, California","37.775, -122.4183734",,,3757,Identification photographs,,Peacocks,,,,,,,,,,,,,1955-04-07 00:00:00+00
0101000020E6100000AFCC00BCAA7A56C0589FBCD930BD4540,,FALSE,4831,43.4780533,-89.9166708,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04831,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04831.jpg,"Jul. 17, 1950","Looking up at high rock walls of canyon, site of old quarry near Rock Springs, Wisc. | Sides of old Quarry Hwy 136 - near Rock Springs",,,,"Rock Springs, Wisconsin","43.4780533, -89.9166708",,,3164,Landscape photographs,,Clouds,Trees,Shrubs,Cliffs,Canyons,,,,,,,,,1950-07-17 00:00:00+00
0101000020E6100000ACE0B721C69A5EC03333333333E34240,,FALSE,5918,37.775,-122.418343,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05918,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05918.jpg,"Mar. 28, 1952",Giant Redwood along Skyline Drive.,Giant redwood along Skyline Drive - Calif. 5 - south of San Francisco.,,,"San Francisco, California","37.775, -122.4183430",,,3453,Identification photographs,,Shadows,Bark,,Redwoods,,,,,,,,,,1952-03-28 00:00:00+00
0101000020E610000076CC2F39247F52C0577E7445845D4440,,FALSE,2689,40.7305991,-73.9865859,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02689,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02689.jpg,"Oct. 4, 1942",Street scene below Brooklyn BridgeLewis St. north from DeLancey.,Lewis St.North of Delancey,,,"New York, New York","40.7305991, -73.9865859",,,2950,Cityscape photographs,,Buildings,Fire escapes,Signs (Notices),People,Baby carriages,Sidewalks,Streets,,,,,,"Brooklyn Bridge (New York, N.Y.)",1942-10-04 00:00:00+00
0101000020E61000009841C6EDE18B56C07D96E7C1DDF14240,,FALSE,4397,37.88958,-90.1856646,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04397,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04397.jpg,16569,2-story frame house at bend of St. Mary's road. | 2 story frame St. Mary's Rd,"Along St. Marys rd. at fordSte. Genevieve, Mo.",,,"Sainte Genevieve, Missouri","37.88958, -90.1856646",,,3258,Architectural photographs,,Trees,Electric lines,Chimneys,Windows,Shutters,Houses,Shrubs,Doors & doorways,,,,,,1949-05-13 00:00:00+00
0101000020E610000047B30D373B0756C04FE0E70995EE4440,M. purpurea,FALSE,3689,41.8639233,-88.1129892,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03689,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03689.jpg,15845,Purple crab (M. purpurea) and Pine. - Arb. E.,PURPLE CRAB,,"masked. Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Wheaton, Illinois","41.8639233, -88.1129892",,Morton Arboretum,4805,Identification photographs,,Fruit trees,Leaves,Flowers,Botanical gardens,Pines,Apple trees,,,,,,,Crabapples,1947-05-19 00:00:00+00
0101000020E610000091FF136D584253C08E72D5E18D724340,,FALSE,2095,38.8949549,-77.0366471,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02095,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02095.jpg,"Oct. 6, 1940",Lily in pool at East Gate of White House.,"Lily Pond- East gate, White House.",,,"Washington, District of Columbia","38.8949549, -77.0366471",,,4379,Identification photographs,,Lily ponds,,,,,,,,,,,,"White House (Washington, D.C.)",1940-10-06 00:00:00+00
0101000020E610000083E563D23AB65EC0A0104B146B414340,,FALSE,7312,38.5110803,-122.8473402,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07312,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07312.jpg,"Sep. 15, 1954",Sonora - backs of houses.,"Sonora, California.",,,"Sonora, California","38.5110803, -122.8473402",,,4049,Architectural photographs,,Trees,Shrubs,Dwellings,Flowers,Porches,Roofs,Dirt,Doors & doorways,Garages,,,,,1954-09-15 00:00:00+00
0101000020E61000001CA7EE20E38D5CC06F62484E26D54040,,FALSE,7073,33.6652315,-114.2169878,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07073,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07073.jpg,"Nov. 22, 1953","Plomosa Mtns. Along US 60-70 near Quartzsite, Ariz.","Plomosa Mtns. Along US 60/70 near Quartzsite, Arizona",,,"Quartzsite, Arizona","33.6652315, -114.216987832126",,,3136,Landscape photographs,,Mountains,Hills,Trees,Grasses,Rocks,,,,,,,,Plomosa Mountains (Ariz.),1953-11-22 00:00:00+00
,,FALSE,3043,,,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03043,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03043.jpg,"Oct. 13, 1945",Zephyr under big cottonwood at St. Philips,cottonwood at St. Philips,,,"Saint Phillip, Indiana",,,,3248,Identification photographs,,Trees,Shrubs,Dirt roads,Automobiles,,,,,,,,,Zephyr automobile,1945-10-13 00:00:00+00
,,FALSE,5549,,,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05549,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05549.jpg,"Jan. 11, 1952",Tumacacori ruins from museum window.,"Tumacacori National Monument near Nogales, Ariz.",,,"Tumaca, Arizona",,,Mission San JosÃ•Ã”Ã•â€ Ã«Ã¥Ã•Ã‡Ã•Ã”Ã•Â¢Ã•â€_Ã«Â© de TumacÃ•Ã”Ã•â€ Ã«Ã¥Ã•Ã‡Ã•Ã”Ã•Â¢Ã•â€_Ã•ÂÅcori (Ariz.),4270,Architectural photographs,,Ruins,Churches,Mission churches,Missions,Facades,Domes,Towers,Doors & doorways,Windows,Trees,Stonework,,TumacÃ•Ã”Ã•â€ Ã«Ã¥Ã•Ã‡Ã•Ã”Ã•Â¢Ã•â€_Ã•ÂÅcori National Historical Park (Ariz.),1952-01-11 00:00:00+00
,,FALSE,1421,,,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01421,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01421.jpg,"Sep. 4, 1938","A-18 = Tall Redwood=[near Willits,","A-18 = Woodrow Wilson tree.Near Willits, Calif.",Stain blurrs portion of notebook entry,magenta cast [fading of yellow dye].,"Willits, California",,,,5354,Identification photographs,,Redwoods,,,,,,,,,,,,,1938-09-04 00:00:00+00
0101000020E6100000292D12C9C69A5EC03333333333E34240,Free China,FALSE,8310,37.775,-122.4183829,http://purl.dlib.indiana.edu/iudl/archives/cushman/P08310,http://webapp1.dlib.indiana.edu/collections/cushman/full/P08310.jpg,"Aug. 8, 1955",Free China and Tug,"Chinese junk""Free China"" arrives in San Francisco Bay",,,"San Francisco, California","37.775, -122.4183829",,,3852,Marine photographs,,Junks,Bays (Bodies of water),Trees,Hills,Tugboats,,,,,,,,San Francisco Bay (Calif.),1955-08-08 00:00:00+00
0101000020E6100000D5FBD703F7E755C0626E522C12F04440,,FALSE,2921,41.8755546,-87.6244516,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02921,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02921.jpg,"Apr. 9 ,1945",Magnolia tree in bloom. La Grange,Magnolia at La Grange,,,"Chicago, Illinois","41.8755546, -87.6244516",,,727,Identification photographs,,Magnolias,Trees,Roofs,Houses,Flowers,,,,,,,,,1945-04-09 00:00:00+00
0101000020E61000004344A93EC5D45AC0A304FD851EC44340,,FALSE,6397,39.5321815,-107.3245389,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06397,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06397.jpg,"Nov. 2, 1952",Colorado river 16 mi. east of Glenwood Springs.,"Colorado river 16 mi. east of Glenwood Springs, Colorado.",,,"Glenwood Springs, Colorado","39.5321815, -107.324538865375",,,1921,Landscape photographs,,Rivers,Hills,Shrubs,Mountains,,,,,,,,,Colorado River (Colo.-Mexico),1952-11-02 00:00:00+00
,,FALSE,1420,,,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01420,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01420.jpg,"Sep. 4, 1938",A-17= Tall Redwood=Woodrow Wilson,"A- 17= Giant Redwood- Woodrow Wilson treenear Willits, Calif",Stain blurrs portion of notebook entry,magenta cast [fading of yellow dye].,"Willits, California",,,,5353,Identification photographs,,Redwoods,,,,,,,,,,,,,1938-09-04 00:00:00+00
0101000020E610000078691E1B5C0A56C0943C8D6AC77E4340,,FALSE,3891,38.9904607,-88.1618717,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03891,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03891.jpg,"Apr. 22, 1948","Red Bud treenear Newton, Ill.","Red Bud near Newton, Ill",,,"Newton, Illinois","38.9904607, -88.1618717",,,2977,Identification photographs,,Trees,Leaves,Redbuds,Grasses,Tree limbs,,,,,,,,,1948-04-22 00:00:00+00
0101000020E610000017BC43E53A0756C04FE0E70995EE4440,,FALSE,3320,41.8639233,-88.1129697,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03320,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03320.jpg,15482,Spruce in spring green.,Spruce in spring green. Arb. W.,,,"Wheaton, Illinois","41.8639233, -88.1129697",,Morton Arboretum,4610,Identification photographs,,Trees,Spruces,Botanical gardens,,,,,,,,,,,1946-05-22 00:00:00+00
0101000020E6100000D122DBF97EC555C09BABE63922D34440,,FALSE,3014,41.649482,-87.085875,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03014,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03014.jpg,"Sep. 20, 1945","hay-Stack dune overlooking L. Mich. At Dune Acres, Ind.","Knob of high dune over looking Lake Mich.Dune Acres,Ind",,,"Dune Acres, Indiana","41.649482, -87.085875",,,1761,Landscape photographs,,Lakes & ponds,Dunes,Sand,Shrubs,,,,,,,,,"Michigan, Lake",1945-09-19 00:00:00+00
0101000020E6100000A0B3BBF63B0756C04FE0E70995EE4440,,FALSE,4882,41.8639233,-88.1130349,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04882,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04882.jpg,"Oct. 13, 1950",Euonymus Arb. W. | Euonymus Arb W,Arb. W.,,,"Wheaton, Illinois","41.8639233, -88.1130349",,Morton Arboretum,5262,Identification photographs,,Botanical gardens,Shrubs,Flowers,Grasses,,,,,,,,,Euonymus,1950-10-13 00:00:00+00
0101000020E6100000C143327DFCEC5DC05B61FA5E43334140,,FALSE,5791,34.4004935,-119.7029107,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05791,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05791.jpg,"Mar. 1, 1952",From a few miles farther down,View from Calif. Hwy 150 in San Marcos Pass several miles north of summit,,,"Santa Barbara, California","34.4004935, -119.70291070851",,,3913,Landscape photographs,,Mountains,Rocks,Boulders,Shrubs,Clouds,Shadows,,,,,,,San Marcos Pass (Calif.),1952-03-01 00:00:00+00
0101000020E6100000E17437F43B0756C04FE0E70995EE4440,Ulmus glabra pendula,FALSE,4873,41.8639233,-88.1130343,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04873,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04873.jpg,"Oct. 3, 1950",Ulmus glabra pendula= Table-top Elm- side of Thorn Hill. | Table top elm = so. side Thorn Hill Ulmus glabra pendula,Table-top Elm= side of Thorn Hill Ulmus glabra pendula,,,"Wheaton, Illinois","41.8639233, -88.1130343",,Morton Arboretum,5256,Identification photographs,,Trees,Shrubs,Shadows,Elms,Grasses,,,,,,,,,1950-10-03 00:00:00+00
0101000020E6100000A64819CC3A0756C04FE0E70995EE4440,,FALSE,3239,41.8639233,-88.1129637,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03239,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03239.jpg,"Apr. 25, 1946",Red Bud-among conifers; and at lagoon.,Red Bud among conifers,,,"Wheaton, Illinois","41.8639233, -88.1129637",,Morton Arboretum,4550,Identification photographs,,Trees,Shrubs,Flowers,Shadows,Redbuds,,,,,,,,,1946-04-25 00:00:00+00
0101000020E61000001E54E23AC69A5EC03333333333E34240,,FALSE,6574,37.775,-122.418349,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06574,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06574.jpg,"Feb. 15, 1953",Corner of Grant + Jackson - Chinese New Years.,Grant Ave. - corner of Jackson St. Chinese New Year.,,,"San Francisco, California","37.775, -122.4183490",,,3513,Cityscape photographs,,Buildings,Railings,Fire escapes,Streets,Automobiles,People,Sidewalks,Signs (Notices),Lampposts,Flags,Awnings,,,1953-02-15 00:00:00+00
0101000020E61000002209B1E9F7FB55C0C3C4D5B782E64440,,FALSE,3491,41.8008642,-87.9370064,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03491,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03491.jpg,"Sep. 21, 1946","Flowers in E.P. Essley garden, Hinsdale.[Big yellow Chrysanthemum]","Big yellow MumEssley garden, Hinsdale",,,"Hinsdale, Illinois","41.8008642, -87.9370064","Essley, E. P.",,2073,Identification photographs,,Shrubs,Chrysanthemums,Gardens,,,,,,,,,,,1946-09-21 00:00:00+00
0101000020E6100000EF0A6FC3E6365EC08FAB915D69B04140,,FALSE,1857,35.3782155,-120.8578347,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01857,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01857.jpg,"Jun. 20, 1940",Small ranch near Morro Bay.,"Morro Bay, Calif.",,,"Morro Bay, California","35.3782155, -120.857834680977",,,2614,,,Mountains,Trees,Shrubs,Fences,Ranches,,,,,,,,,1940-06-19 00:00:00+00
0101000020E6100000F4311F10E8605AC0FF4DDEB6A5E64340,,FALSE,6354,39.8019322,-105.514164,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06354,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06354.jpg,"Oct. 31, 1952",from south.,"Central City, Colorado.View from south.",,,"Central City, Colorado","39.8019322, -105.5141640",,,375,Cityscape photographs,,Houses,Streets,Cities & towns,Utility poles,Electric lines,Trees,Shrubs,Hills,Mountains,Buildings,Traffic signs & signals,Retaining walls,,1952-10-31 00:00:00+00
